dt,CEN,COR,CEB_SR,CSDAC
2024-07-10 02:45:00+00:00,330.83,0.0,357.0,330.83
2024-07-10 03:00:00+00:00,330.83,0.0,355.0,330.83
2024-07-10 03:15:00+00:00,330.11,0.0,354.0,330.11
2024-07-10 03:30:00+00:00,330.11,0.0,352.0,330.11
2024-07-10 03:45:00+00:00,106.11,0.0,106.11,330.11
2024-07-10 04:00:00+00:00,330.11,0.0,354.0,330.11
2024-07-10 04:15:00+00:00,453.0,0.0,453.0,474.16
2024-07-10 04:30:00+00:00,459.0,0.0,459.0,474.16
2024-07-10 04:45:00+00:00,501.33,0.0,501.33,474.16
2024-07-10 05:00:00+00:00,534.34,0.0,534.34,474.16
2024-07-10 05:15:00+00:00,547.55,10.0,547.55,453.74
2024-07-10 05:30:00+00:00,646.65,44.05,646.65,453.74
2024-07-10 05:45:00+00:00,709.87,52.91,709.87,453.74
2024-07-10 06:00:00+00:00,829.88,116.4,829.88,453.74
2024-07-10 06:15:00+00:00,916.92,200.44,916.92,434.9
2024-07-10 06:30:00+00:00,938.02,216.49,938.02,434.9
2024-07-10 06:45:00+00:00,949.8,228.77,949.8,434.9
2024-07-10 07:00:00+00:00,770.17,47.64,770.17,434.9
2024-07-10 07:15:00+00:00,816.77,53.49,816.77,362.08
2024-07-10 07:30:00+00:00,788.94,45.66,788.94,362.08
2024-07-10 07:45:00+00:00,610.07,10.0,610.07,362.08
2024-07-10 08:00:00+00:00,544.34,10.0,544.34,362.08
2024-07-10 08:15:00+00:00,544.96,10.0,544.96,277.11
2024-07-10 08:30:00+00:00,535.08,10.0,535.08,277.11
2024-07-10 08:45:00+00:00,277.11,10.0,369.0,277.11
2024-07-10 09:00:00+00:00,277.11,10.0,366.0,277.11
2024-07-10 09:15:00+00:00,234.4,10.0,367.0,234.4
2024-07-10 09:30:00+00:00,234.4,10.0,365.0,234.4
2024-07-10 09:45:00+00:00,234.4,10.0,364.0,234.4
2024-07-10 10:00:00+00:00,234.4,10.0,362.0,234.4
2024-07-10 10:15:00+00:00,63.33,10.0,63.33,140.94
2024-07-10 10:30:00+00:00,58.16,10.0,58.16,140.94
2024-07-10 10:45:00+00:00,58.16,10.0,58.16,140.94
2024-07-10 11:00:00+00:00,74.16,10.0,74.16,140.94
2024-07-10 11:15:00+00:00,0.04,10.0,0.04,144.31
2024-07-10 11:30:00+00:00,23.36,10.0,23.36,144.31
2024-07-10 11:45:00+00:00,84.44,10.0,84.44,144.31
2024-07-10 12:00:00+00:00,89.33,10.0,89.33,144.31
2024-07-10 12:15:00+00:00,89.33,10.0,89.33,192.7
2024-07-10 12:30:00+00:00,81.32,10.0,81.32,192.7
2024-07-10 12:45:00+00:00,192.7,10.0,363.0,192.7
2024-07-10 13:00:00+00:00,192.7,10.0,450.34,192.7
2024-07-10 13:15:00+00:00,296.0,10.0,392.31,296.0
2024-07-10 13:30:00+00:00,379.61,10.0,379.61,296.0
2024-07-10 13:45:00+00:00,545.58,10.0,545.58,296.0
2024-07-10 14:00:00+00:00,564.0,10.0,564.0,296.0
2024-07-10 14:15:00+00:00,544.34,10.0,544.34,321.75
2024-07-10 14:30:00+00:00,321.75,10.0,508.75,321.75
2024-07-10 14:45:00+00:00,563.0,10.0,563.0,321.75
2024-07-10 15:00:00+00:00,569.0,10.0,569.0,321.75
2024-07-10 15:15:00+00:00,534.34,0.0,534.34,475.57
2024-07-10 15:30:00+00:00,533.08,0.0,533.08,475.57
2024-07-10 15:45:00+00:00,587.0,0.0,587.0,475.57
2024-07-10 16:00:00+00:00,606.73,10.0,606.73,475.57
2024-07-10 16:15:00+00:00,670.49,10.0,634.85,670.49
2024-07-10 16:30:00+00:00,670.49,10.0,634.85,670.49
2024-07-10 16:45:00+00:00,776.23,54.23,776.23,670.49
2024-07-10 17:00:00+00:00,815.44,88.44,815.44,670.49
2024-07-10 17:15:00+00:00,1034.96,20.27,915.27,1034.96
2024-07-10 17:30:00+00:00,1034.96,41.27,967.9,1034.96
2024-07-10 17:45:00+00:00,1034.96,95.35,1021.98,1034.96
2024-07-10 18:00:00+00:00,1066.92,129.48,1066.92,1034.96
2024-07-10 18:15:00+00:00,1210.71,179.2,1210.71,1172.41
2024-07-10 18:30:00+00:00,1186.77,157.26,1186.77,1172.41
2024-07-10 18:45:00+00:00,1172.41,121.2,1147.71,1172.41
2024-07-10 19:00:00+00:00,1172.41,121.28,1148.79,1172.41
2024-07-10 19:15:00+00:00,1044.59,76.44,1007.0,1044.59
2024-07-10 19:30:00+00:00,1044.59,97.04,1027.6,1044.59
2024-07-10 19:45:00+00:00,1044.59,33.65,942.65,1044.59
2024-07-10 20:00:00+00:00,1044.59,10.03,937.58,1044.59
2024-07-10 20:15:00+00:00,768.0,10.0,768.0,693.68
2024-07-10 20:30:00+00:00,761.0,10.0,761.0,693.68
2024-07-10 20:45:00+00:00,711.65,10.0,711.65,693.68
2024-07-10 21:00:00+00:00,693.68,10.0,630.02,693.68
2024-07-10 21:15:00+00:00,620.62,10.0,620.62,577.81
2024-07-10 21:30:00+00:00,620.0,10.0,620.0,577.81
2024-07-10 21:45:00+00:00,610.58,10.0,610.58,577.81
2024-07-10 22:00:00+00:00,577.81,10.0,546.21,577.81
2024-07-10 22:15:00+00:00,521.53,10.0,518.16,521.53
2024-07-10 22:30:00+00:00,521.53,10.0,488.98,521.53
2024-07-10 22:45:00+00:00,521.53,10.0,488.98,521.53
2024-07-10 23:00:00+00:00,535.72,10.0,535.72,521.53
2024-07-10 23:15:00+00:00,538.22,10.0,538.22,433.5
2024-07-10 23:30:00+00:00,561.0,10.0,561.0,433.5
2024-07-10 23:45:00+00:00,564.0,10.0,564.0,433.5
2024-07-11 00:00:00+00:00,561.0,10.0,561.0,433.5
2024-07-11 00:15:00+00:00,552.0,10.0,552.0,400.33
2024-07-11 00:30:00+00:00,535.72,10.0,535.72,400.33
2024-07-11 00:45:00+00:00,445.2,10.0,445.2,400.33
2024-07-11 01:00:00+00:00,441.65,10.0,441.65,400.33
2024-07-11 01:15:00+00:00,441.65,10.0,441.65,390.54
2024-07-11 01:30:00+00:00,438.11,10.0,438.11,390.54
2024-07-11 01:45:00+00:00,438.11,10.0,438.11,390.54
2024-07-11 02:00:00+00:00,431.13,10.0,431.13,390.54
2024-07-11 02:15:00+00:00,355.0,0.0,355.0,391.56
2024-07-11 02:30:00+00:00,431.08,0.0,431.08,391.56
2024-07-11 02:45:00+00:00,431.08,0.0,431.08,391.56
2024-07-11 03:00:00+00:00,441.11,10.0,441.11,391.56
2024-07-11 03:15:00+00:00,441.44,0.0,441.44,393.48
2024-07-11 03:30:00+00:00,441.43,0.0,441.43,393.48
2024-07-11 03:45:00+00:00,441.44,0.0,441.44,393.48
2024-07-11 04:00:00+00:00,513.35,0.0,513.35,393.48
2024-07-11 04:15:00+00:00,540.8,0.0,526.97,540.8
2024-07-11 04:30:00+00:00,540.8,0.0,528.53,540.8
2024-07-11 04:45:00+00:00,553.78,0.0,553.78,540.8
2024-07-11 05:00:00+00:00,604.71,0.0,604.71,540.8
2024-07-11 05:15:00+00:00,684.3,10.0,684.3,511.33
2024-07-11 05:30:00+00:00,687.13,10.0,687.13,511.33
2024-07-11 05:45:00+00:00,686.3,10.0,686.3,511.33
2024-07-11 06:00:00+00:00,678.3,10.0,678.3,511.33
2024-07-11 06:15:00+00:00,540.72,10.0,540.72,463.14
2024-07-11 06:30:00+00:00,463.14,10.0,388.7,463.14
2024-07-11 06:45:00+00:00,461.0,10.0,461.0,463.14
2024-07-11 07:00:00+00:00,399.41,10.0,399.41,463.14
2024-07-11 07:15:00+00:00,412.89,10.0,412.89,524.68
2024-07-11 07:30:00+00:00,413.0,10.0,413.0,524.68
2024-07-11 07:45:00+00:00,405.86,10.0,405.86,524.68
