dt,price_pln_per_mw_h
2024-07-06 19:30:00+00:00,1000.0
2024-07-06 19:45:00+00:00,1000.0
2024-07-06 20:00:00+00:00,1000.0
2024-07-06 20:15:00+00:00,1000.0
2024-07-06 20:30:00+00:00,1000.0
2024-07-06 20:45:00+00:00,1000.0
2024-07-06 21:00:00+00:00,1000.0
2024-07-06 21:15:00+00:00,1000.0
2024-07-06 21:30:00+00:00,1000.0
2024-07-06 21:45:00+00:00,1000.0
2024-07-06 22:00:00+00:00,260.86
2024-07-06 22:15:00+00:00,311.08
2024-07-06 22:30:00+00:00,311.08
2024-07-06 22:45:00+00:00,311.08
2024-07-06 23:00:00+00:00,311.08
2024-07-06 23:15:00+00:00,307.0
2024-07-06 23:30:00+00:00,307.0
2024-07-06 23:45:00+00:00,307.0
2024-07-07 00:00:00+00:00,307.0
2024-07-07 00:15:00+00:00,292.71
2024-07-07 00:30:00+00:00,292.71
2024-07-07 00:45:00+00:00,292.71
2024-07-07 01:00:00+00:00,292.71
2024-07-07 01:15:00+00:00,288.64
2024-07-07 01:30:00+00:00,288.64
2024-07-07 01:45:00+00:00,288.64
2024-07-07 02:00:00+00:00,288.64
2024-07-07 02:15:00+00:00,286.6
2024-07-07 02:30:00+00:00,286.6
2024-07-07 02:45:00+00:00,286.6
2024-07-07 03:00:00+00:00,286.6
2024-07-07 03:15:00+00:00,290.67
2024-07-07 03:30:00+00:00,290.67
2024-07-07 03:45:00+00:00,290.67
2024-07-07 04:00:00+00:00,290.67
2024-07-07 04:15:00+00:00,290.67
2024-07-07 04:30:00+00:00,290.67
2024-07-07 04:45:00+00:00,290.67
2024-07-07 05:00:00+00:00,290.67
2024-07-07 05:15:00+00:00,332.85
2024-07-07 05:30:00+00:00,332.85
2024-07-07 05:45:00+00:00,332.85
2024-07-07 06:00:00+00:00,332.85
2024-07-07 06:15:00+00:00,379.85
2024-07-07 06:30:00+00:00,379.85
2024-07-07 06:45:00+00:00,379.85
2024-07-07 07:00:00+00:00,379.85
2024-07-07 07:15:00+00:00,464.07
2024-07-07 07:30:00+00:00,464.07
2024-07-07 07:45:00+00:00,464.07
2024-07-07 08:00:00+00:00,464.07
2024-07-07 08:15:00+00:00,501.27
2024-07-07 08:30:00+00:00,501.27
2024-07-07 08:45:00+00:00,501.27
2024-07-07 09:00:00+00:00,501.27
2024-07-07 09:15:00+00:00,515.79
2024-07-07 09:30:00+00:00,515.79
2024-07-07 09:45:00+00:00,515.79
2024-07-07 10:00:00+00:00,515.79
2024-07-07 10:15:00+00:00,520.19
2024-07-07 10:30:00+00:00,520.19
2024-07-07 10:45:00+00:00,520.19
2024-07-07 11:00:00+00:00,520.19
2024-07-07 11:15:00+00:00,518.29
2024-07-07 11:30:00+00:00,518.29
2024-07-07 11:45:00+00:00,518.29
2024-07-07 12:00:00+00:00,518.29
2024-07-07 12:15:00+00:00,509.72
2024-07-07 12:30:00+00:00,509.72
2024-07-07 12:45:00+00:00,509.72
2024-07-07 13:00:00+00:00,509.72
2024-07-07 13:15:00+00:00,447.07
2024-07-07 13:30:00+00:00,447.07
2024-07-07 13:45:00+00:00,447.07
2024-07-07 14:00:00+00:00,447.07
2024-07-07 14:15:00+00:00,331.31
2024-07-07 14:30:00+00:00,331.31
2024-07-07 14:45:00+00:00,331.31
2024-07-07 15:00:00+00:00,331.31
2024-07-07 15:15:00+00:00,171.08
2024-07-07 15:30:00+00:00,171.08
2024-07-07 15:45:00+00:00,171.08
2024-07-07 16:00:00+00:00,151.08
2024-07-07 16:15:00+00:00,94.61
2024-07-07 16:30:00+00:00,94.61
2024-07-07 16:45:00+00:00,94.61
2024-07-07 17:00:00+00:00,94.61
2024-07-07 17:15:00+00:00,57.93
2024-07-07 17:30:00+00:00,57.93
2024-07-07 17:45:00+00:00,57.93
2024-07-07 18:00:00+00:00,37.49
